Timestamp,X,Y,BTN_TOUCH,TOUCH_MAJOR,TOUCH_MINOR,TRACKING_ID,PRESSURE,FINGER
0.0,407,336,DOWN,11,-420,8722,42,0
0.08374499999990803,406,335,HELD,11,-420,8722,42,0
0.09213399999862304,405,335,HELD,11,-420,8722,42,0
0.10040899999876274,404,333,HELD,11,-420,8722,42,0
0.10874499999772524,405,330,HELD,11,-420,8722,42,0
0.11629899999752524,404,327,HELD,11,-420,8722,42,0
0.12541399999827263,405,325,HELD,11,-420,8722,42,0
0.1332619999993767,404,322,HELD,11,-420,8722,42,0
0.14211599999907776,405,319,HELD,11,-420,8722,42,0
0.15019000000029337,404,315,HELD,11,-420,8722,42,0
0.15857799999866984,405,312,HELD,11,-420,8722,42,0
0.16608400000041001,404,308,HELD,11,-420,8722,42,0
0.17535899999711546,405,305,HELD,11,-420,8722,42,0
0.18305200000031618,404,302,HELD,11,-420,8722,42,0
0.19191399999908754,406,300,HELD,11,-420,8722,42,0
0.20027599999957602,404,297,HELD,11,-420,8722,42,0
0.20851699999911943,407,294,HELD,11,-420,8722,42,0
0.21694600000046194,404,290,HELD,11,-420,8722,42,0
0.22518499999932828,409,286,HELD,11,-420,8722,42,0
0.23284099999727914,410,281,HELD,11,-420,8722,42,0
0.24185599999691476,411,277,HELD,11,-420,8722,42,0
0.24986399999761488,410,281,UP,11,-420,4294967295,42,0
0.5159219999986817,432,348,DOWN,10,-420,8723,25,0
0.5665749999971013,430,346,HELD,11,-420,4294967295,42,0
0.5751069999969332,429,344,HELD,10,-420,8723,25,0
0.582457999997132,427,342,HELD,11,-420,4294967295,42,0
0.5915700000005018,426,340,HELD,10,-420,8723,25,0
0.5994439999994938,423,336,HELD,11,-420,4294967295,42,0
0.608234999999695,421,333,HELD,10,-420,8723,25,0
0.6163979999982985,417,328,HELD,11,-420,4294967295,42,0
0.6250459999973828,414,322,HELD,10,-420,8723,25,0
0.6322469999977329,410,315,HELD,11,-420,4294967295,42,0
0.641617999997834,407,309,HELD,10,-420,8723,25,0
0.6491969999988214,403,302,HELD,11,-420,4294967295,42,0
0.6581939999996393,401,297,HELD,10,-420,8723,25,0
0.66620299999704,398,291,HELD,11,-420,4294967295,42,0
0.6750389999979234,395,287,HELD,10,-420,8723,25,0
0.6831179999971937,392,282,HELD,11,-420,4294967295,42,0
0.6915369999987888,391,277,HELD,10,-420,8723,25,0
0.6989999999968859,389,272,HELD,11,-420,4294967295,42,0
0.7081149999976333,387,268,HELD,10,-420,8723,25,0
0.7159619999983988,385,264,HELD,11,-420,4294967295,42,0
0.724698999998509,387,262,HELD,10,-420,8723,25,0
0.7329179999978805,384,258,HELD,11,-420,4294967295,42,0
0.7413099999976112,387,254,HELD,10,-420,8723,25,0
0.7488499999999476,383,249,HELD,11,-420,4294967295,42,0
0.7580769999985932,382,245,HELD,10,-420,8723,25,0
0.7657359999975597,381,240,HELD,11,-420,4294967295,42,0
0.7746179999994638,382,237,HELD,10,-420,8723,25,0
0.782917999997153,380,232,HELD,11,-420,4294967295,42,0
0.791293999998743,382,227,HELD,10,-420,8723,25,0
0.7996609999972861,380,222,HELD,11,-420,4294967295,42,0
0.8079149999975925,382,217,HELD,10,-420,8723,25,0
0.8155899999983376,380,212,HELD,11,-420,4294967295,42,0
0.8246389999985695,382,208,HELD,10,-420,8723,25,0
0.8324719999982335,380,203,HELD,11,-420,4294967295,42,0
0.8412799999969138,382,199,HELD,10,-420,8723,25,0
0.84944799999721,380,195,HELD,11,-420,4294967295,42,0
0.8578679999991436,382,192,HELD,10,-420,8723,25,0
0.8653329999979178,380,188,HELD,11,-420,4294967295,42,0
0.8744929999993474,382,185,HELD,10,-420,8723,25,0
0.8822919999984151,380,182,HELD,11,-420,4294967295,42,0
0.8911569999982021,382,180,HELD,10,-420,8723,25,0
0.8992719999987457,380,182,UP,11,-420,4294967295,42,0
0.9988819999998668,439,1612,DOWN,10,-420,8724,28,0
1.0157970000000205,380,1610,HELD,11,-420,4294967295,42,0
1.024411999998847,439,1608,HELD,10,-420,8724,28,0
1.032761999998911,438,1605,HELD,11,-420,4294967295,42,0
1.0410109999975248,437,1602,HELD,10,-420,8724,28,0
1.0486209999980929,434,1596,HELD,11,-420,4294967295,42,0
1.0579020000004675,432,1589,HELD,10,-420,8724,28,0
1.0657899999969231,428,1579,HELD,11,-420,4294967295,42,0
1.0743389999988722,424,1568,HELD,10,-420,8724,28,0
1.0825159999985772,418,1557,HELD,11,-420,4294967295,42,0
1.0910809999986668,412,1546,HELD,10,-420,8724,28,0
1.0983869999981835,406,1534,HELD,11,-420,4294967295,42,0
1.1075759999985166,401,1523,HELD,10,-420,8724,28,0
1.115351999997074,395,1511,HELD,11,-420,4294967295,42,0
1.1242719999972905,391,1501,HELD,10,-420,8724,28,0
1.1322829999990063,386,1490,HELD,11,-420,4294967295,42,0
1.1408849999970698,381,1481,HELD,10,-420,8724,28,0
1.149240999999165,376,1471,HELD,11,-420,4294967295,42,0
1.1575779999984661,371,1461,HELD,10,-420,8724,28,0
1.1651259999998729,366,1451,HELD,11,-420,4294967295,42,0
1.1742779999985942,363,1442,HELD,10,-420,8724,28,0
1.1820669999979145,359,1432,HELD,11,-420,4294967295,42,0
1.1909209999976156,356,1424,HELD,10,-420,8724,28,0
1.1990549999973155,353,1415,HELD,11,-420,4294967295,42,0
1.2076390000001993,351,1408,HELD,10,-420,8724,28,0
1.2149019999997108,348,1400,HELD,11,-420,4294967295,42,0
1.2241499999981897,347,1394,HELD,10,-420,8724,28,0
1.231908999998268,345,1388,HELD,11,-420,4294967295,42,0
1.2407419999981357,343,1383,HELD,10,-420,8724,28,0
1.2488099999973201,341,1378,HELD,11,-420,4294967295,42,0
1.2575870000000577,340,1374,HELD,10,-420,8724,28,0
1.265810999997484,338,1370,HELD,11,-420,4294967295,42,0
1.274106999997457,337,1368,HELD,10,-420,8724,28,0
1.2817199999990407,335,1365,HELD,11,-420,4294967295,42,0
1.2909540000000561,337,1362,HELD,10,-420,8724,28,0
1.29863800000021,333,1359,HELD,11,-420,4294967295,42,0
1.3074589999996533,332,1356,HELD,10,-420,8724,28,0
1.3155779999979131,330,1353,HELD,11,-420,4294967295,42,0
1.3240399999995134,332,1351,HELD,10,-420,8724,28,0
1.3315499999989697,329,1348,HELD,11,-420,4294967295,42,0
1.3406709999981103,332,1346,HELD,10,-420,8724,28,0
1.348411999999371,329,1345,HELD,11,-420,4294967295,42,0
1.3576499999981024,332,1344,HELD,10,-420,8724,28,0
1.3656329999976151,329,1345,UP,11,-420,4294967295,42,0
1.5815000000002328,428,1642,DOWN,11,-420,8725,35,0
1.6483879999977944,427,1345,HELD,11,-420,4294967295,42,0
1.6651459999993676,425,1641,HELD,11,-420,8725,35,0
1.6740609999978915,422,1640,HELD,11,-420,4294967295,42,0
1.6821259999996983,417,1637,HELD,11,-420,8725,35,0
1.6904409999988275,411,1634,HELD,11,-420,4294967295,42,0
1.697993999998289,405,1631,HELD,11,-420,8725,35,0
1.70692599999893,400,1629,HELD,11,-420,4294967295,42,0
1.7149929999977758,395,1627,HELD,11,-420,8725,35,0
1.7237639999984822,392,1629,HELD,11,-420,4294967295,42,0
1.7319279999974242,389,1627,HELD,11,-420,8725,35,0
1.7403099999974074,387,1628,HELD,11,-420,4294967295,42,0
1.7477779999971972,386,1630,HELD,11,-420,8725,35,0
1.7569789999979548,385,1632,HELD,11,-420,4294967295,42,0
1.7647409999990487,386,1635,HELD,11,-420,8725,35,0
1.7735429999993357,385,1641,HELD,11,-420,4294967295,42,0
1.7816749999983585,386,1651,HELD,11,-420,8725,35,0
1.7902799999974377,387,1666,HELD,11,-420,4294967295,42,0
1.798635999999533,388,1677,HELD,11,-420,8725,35,0
1.8068160000002536,389,1687,HELD,11,-420,4294967295,42,0
1.8145299999996496,390,1696,HELD,11,-420,8725,35,0
1.8235079999976733,392,1704,HELD,11,-420,4294967295,42,0
1.8314549999995506,393,1710,HELD,11,-420,8725,35,0
1.8401529999973718,395,1715,HELD,11,-420,4294967295,42,0
1.8484069999976782,396,1719,HELD,11,-420,8725,35,0
1.8568059999997786,399,1724,HELD,11,-420,4294967295,42,0
1.8642829999989772,401,1727,HELD,11,-420,8725,35,0
1.8734559999975318,403,1731,HELD,11,-420,4294967295,42,0
1.881255999996938,405,1733,HELD,11,-420,8725,35,0
1.89024199999767,407,1736,HELD,11,-420,4294967295,42,0
1.8981829999975162,405,1737,HELD,11,-420,8725,35,0
